spotify_id,name,uri,artist,acousticness,danceability,energy,instrumentalness,tempo,valence
4xk70Qur2QeRmWIzWPC63V,踊り子,spotify:track:4xk70Qur2QeRmWIzWPC63V,Vaundy,0.845,0.718,0.475,0.801,157.032,0.678
3FZm7UavjCZSN2MVHwelXg,Stay the Night,spotify:track:3FZm7UavjCZSN2MVHwelXg,Michael Cimino,0.293,0.735,0.484,0,73.972,0.557
2lNb0SzyOEHizMxlpT9HM6,IF I DON'T TEXT YOU FIRST,spotify:track:2lNb0SzyOEHizMxlpT9HM6,Tiffany Day,0.269,0.76,0.492,0,104.987,0.677
6A6il0xlgnUK3LCxCcHZRA,songs about you,spotify:track:6A6il0xlgnUK3LCxCcHZRA,nobody likes you pat,0.703,0.557,0.532,0,83.131,0.735
0DKeUso39D9UiVKqApXeNJ,Cheap Love,spotify:track:0DKeUso39D9UiVKqApXeNJ,WeiBird,0.709,0.457,0.196,8.45e-05,95.101,0.117
6vuJZ9UTDKywRFo0Fe4Dqp,misfit.,spotify:track:6vuJZ9UTDKywRFo0Fe4Dqp,will hyde,0.421,0.82,0.413,0,103.997,0.567
0n4dgPfvfdqrt2LwDytMrD,babyblue,spotify:track:0n4dgPfvfdqrt2LwDytMrD,Grass,0.898,0.67,0.259,1.37e-06,95.025,0.403
0KpAm8TtyHPZmxdPO7npYO,we made it.,spotify:track:0KpAm8TtyHPZmxdPO7npYO,david hugo,0.0706,0.653,0.515,0,176.05,0.674
1rc04y5PiyXAlvDWaUmB1P,Lost in Translation,spotify:track:1rc04y5PiyXAlvDWaUmB1P,Ariza,0.606,0.658,0.439,0,117.037,0.435
5N1CjrkvuysTiX29jRBsRZ,Table For Two,spotify:track:5N1CjrkvuysTiX29jRBsRZ,edbl,0.718,0.741,0.393,0.000728,83.735,0.691
2g6FVCA4sQZOv9LXIABsgr,"L’Amour, Les Baguettes, Paris",spotify:track:2g6FVCA4sQZOv9LXIABsgr,Stella Jang,0.954,0.369,0.132,4.69e-06,78.412,0.367
3oDhfRQ6NqKCtGBZuMF9OB,Best Friend,spotify:track:3oDhfRQ6NqKCtGBZuMF9OB,Laufey,0.814,0.759,0.4,1.13e-06,83.021,0.357
0GxUJLTF4RanPVwY1YpcZ3,Every Second,spotify:track:0GxUJLTF4RanPVwY1YpcZ3,Mina Okabe,0.623,0.805,0.565,2.42e-06,130.016,0.642
4UPQiDmYScn2C6S2C2WATY,Just a Cloud Away,spotify:track:4UPQiDmYScn2C6S2C2WATY,Pharrell Williams,0.426,0.888,0.459,0,112.56,0.704
3L7ISJTvKx56uhsF28aJ4p,きらり,spotify:track:3L7ISJTvKx56uhsF28aJ4p,Fujii Kaze,0.00704,0.752,0.773,0,116.975,0.686
4eH9ujPhZSF0HZ1c004wtb,致姗姗来迟的你,spotify:track:4eH9ujPhZSF0HZ1c004wtb,A Si,0.418,0.697,0.628,0,119.99,0.741
4W4wYHtsrgDiivRASVOINL,Love Shack,spotify:track:4W4wYHtsrgDiivRASVOINL,The B-52's,0.0544,0.701,0.803,1.54e-06,133.608,0.903
5I1ruiTRwXNDR8cRicL8uN,Love Grows (Where My Rosemary Goes),spotify:track:5I1ruiTRwXNDR8cRicL8uN,Sonny Tennet,0.849,0.671,0.28,0,104.773,0.551
0lwiei5FZHgAfxc9rtzXYf,The Side Character,spotify:track:0lwiei5FZHgAfxc9rtzXYf,Janine Berdin,0.738,0.453,0.486,0,177.865,0.488
0JK1NFHae46maQyYxyqMzA,the butterflies,spotify:track:0JK1NFHae46maQyYxyqMzA,Kenny Elrod,0.0741,0.436,0.498,0,79.862,0.858
5CxL6DDmUBX8XbFy6NVNUa,BETTER,spotify:track:5CxL6DDmUBX8XbFy6NVNUa,Dominic Chin,0.639,0.595,0.497,0,169.955,0.36
3FfvdYHlPaUJUBW25uNcq3,Bad Things,spotify:track:3FfvdYHlPaUJUBW25uNcq3,Pretty Sister,0.141,0.697,0.499,0,70.059,0.588
3JHra3AFyPcxiw3wVjFUjA,Can’t Take My Eyes off You,spotify:track:3JHra3AFyPcxiw3wVjFUjA,Joey Stamper,0.74,0.554,0.198,0,109.709,0.455
65phhaAgdxbhEbBKJ8yTo7,Flower Garden,spotify:track:65phhaAgdxbhEbBKJ8yTo7,Boyu,0.539,0.651,0.686,0,153.024,0.647
01iaXaqUjZVsdLp2yF3OQ9,On My Wave,spotify:track:01iaXaqUjZVsdLp2yF3OQ9,Keiynan Lonsdale,0.132,0.486,0.773,7.35e-06,120.145,0.439
654TXRxxIBodsU6b3eMbFm,At the Top of the World,spotify:track:654TXRxxIBodsU6b3eMbFm,LaKesha Nugent,0.0219,0.838,0.856,1.43e-05,120.032,0.878
31Xl7EkoKqnCrEig0IJ9zw,One of a Kind,spotify:track:31Xl7EkoKqnCrEig0IJ9zw,Sam Ock,0.571,0.892,0.393,0,88.986,0.825
651tLbSCLt7bARQ0Gkueg3,When Loving You,spotify:track:651tLbSCLt7bARQ0Gkueg3,ASL,0.539,0.376,0.542,0,79.826,0.113
0cJF0SngHrGkXdCa7nebeJ,Roses,spotify:track:0cJF0SngHrGkXdCa7nebeJ,Genevra Munoa,0.693,0.615,0.523,0,68.36,0.23
6rZOWfHtSXR3Mas9Mv8tBN,Wonder,spotify:track:6rZOWfHtSXR3Mas9Mv8tBN,Spencer Sutherland,0.497,0.722,0.497,2.9e-06,149.897,0.561
6LtHYDgYHRCHoKK3snfr2w,I’m Tired (with Zendaya) - Bonus Track,spotify:track:6LtHYDgYHRCHoKK3snfr2w,Labrinth,0.651,0.375,0.133,0,131.721,0.192
7dDrR6vMK1JAwZZ5MIWgme,Birthday Cake,spotify:track:7dDrR6vMK1JAwZZ5MIWgme,Dylan Conrique,0.955,0.436,0.255,3.28e-05,113.265,0.15
474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,spotify:track:474uVhyGgK5MtY9gMcDgGl,Rainbow Kitten Surprise,0.632,0.744,0.516,0,97.944,0.281
4n9FfGt2YuItHMmHdmf59Q,Always,spotify:track:4n9FfGt2YuItHMmHdmf59Q,The Aether,0.886,0.723,0.391,0.000151,84.967,0.254
7HmYcLhoo4MVRSUVZSRIpg,"never mind, let's break up",spotify:track:7HmYcLhoo4MVRSUVZSRIpg,LANY,0.0992,0.658,0.74,0,101.026,0.285
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Elton John,0.034,0.796,0.798,4.19e-05,116.032,0.942
0VYhyWRfiiJQ5WRm3EOczU,I'd Like To Teach The World To Sing (In Perfect Harmony),spotify:track:0VYhyWRfiiJQ5WRm3EOczU,The New Seekers,0.712,0.507,0.478,0,134.603,0.885
1rxcQZWCjRtLucGDKOCclK,Hadapi Berdua,spotify:track:1rxcQZWCjRtLucGDKOCclK,Tiara Andini,0.614,0.686,0.648,0,105.009,0.694
2nWvhCdzgFIHNCnhKZk24e,Be My Bagel,spotify:track:2nWvhCdzgFIHNCnhKZk24e,LINION,0.24,0.801,0.541,0.00383,109.987,0.558
69n5plRIWxMH7diq0UYFPg,Time in a Tree,spotify:track:69n5plRIWxMH7diq0UYFPg,Raleigh Ritchie,0.482,0.56,0.476,0,105.816,0.379
5PvDkxIW9DoKLEJu0F1upY,EASY ON ME,spotify:track:5PvDkxIW9DoKLEJu0F1upY,HONNE,0.0201,0.864,0.474,0.000122,99.026,0.658
26qi5vbZfV9Gs62Z9kOi74,BACK ON TOP (feat. Griff),spotify:track:26qi5vbZfV9Gs62Z9kOi74,HONNE,0.0464,0.661,0.601,2.72e-05,147.137,0.598
4yj4T0UcHSNvz4GIBA290X,What A Wonderful World,spotify:track:4yj4T0UcHSNvz4GIBA290X,HONNE,0.22,0.659,0.38,0.00052,111.812,0.145
6QKiYuTKoHrfrOfJoNlA2Z,WHAT WOULD YOU DO? - The Lanesborough Session (feat. BAELY),spotify:track:6QKiYuTKoHrfrOfJoNlA2Z,HONNE,0.628,0.879,0.361,0,116.03,0.85
5OFnof2eKBpbjL69OZzJ89,WHAT WOULD YOU DO? (feat. Pink Sweat$),spotify:track:5OFnof2eKBpbjL69OZzJ89,HONNE,0.093,0.871,0.513,0.00302,111.976,0.647
3rX7jCeMKpyHH6bFohXcWd,reckless driving (feat. Ben Kessler),spotify:track:3rX7jCeMKpyHH6bFohXcWd,Lizzy McAlpine,0.675,0.534,0.39,0,199.975,0.429
6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),spotify:track:6N1K5OVVCopBjGViHs2IvP,Ed Sheeran,0.924,0.528,0.309,2.1e-06,133.83,0.307
6ZQqIqLcL3YI1cpCSp8e4B,Get Right,spotify:track:6ZQqIqLcL3YI1cpCSp8e4B,Mindi Abair,0.0967,0.77,0.566,1.89e-05,171.898,0.859
3AVLsBieDGotYuo5RPEL64,真夏の果実,spotify:track:3AVLsBieDGotYuo5RPEL64,サザンオールスターズ,0.825,0.466,0.541,0.00304,201.295,0.436
0fvQvActgYOEihSxVPrqNP,The Traveling Song,spotify:track:0fvQvActgYOEihSxVPrqNP,will.i.am,0.498,0.694,0.678,0,141.977,0.849
3wVlLzWqLKFSE1MTyxK2ju,Why You Look Sad?,spotify:track:3wVlLzWqLKFSE1MTyxK2ju,Diverseddie,0.59,0.916,0.52,1.85e-05,101.981,0.922
5c549LWiKCWGvcDsZwMN6v,Soundgasm,spotify:track:5c549LWiKCWGvcDsZwMN6v,Rema,0.119,0.805,0.525,0.00203,100.033,0.693
2W5acFzXf5FrktecuD30Or,One Love,spotify:track:2W5acFzXf5FrktecuD30Or,Blue,0.0243,0.683,0.722,4.2e-05,95.012,0.854
4Cw1fQBX3TaiZQwOAyddnj,Here’s Your Perfect (with salem ilese),spotify:track:4Cw1fQBX3TaiZQwOAyddnj,Jamie Miller,0.421,0.613,0.493,0,114.863,0.434
03SuyWE6YU5bRO7rp7sASB,My Valentine,spotify:track:03SuyWE6YU5bRO7rp7sASB,Michael Bublé,0.502,0.278,0.354,0.00124,121.803,0.09
2RsTjad1nVUGrQmSoL1m8Y,Without Me,spotify:track:2RsTjad1nVUGrQmSoL1m8Y,Eminem,0.00276,0.91,0.661,0,112.251,0.643
0SzvmWfOhoxZVGrmvb56YL,Baby I'm Yours,spotify:track:0SzvmWfOhoxZVGrmvb56YL,Arctic Monkeys,0.215,0.462,0.595,0,113.719,0.64
6ZdzOyZW3zc9UhZQjrWREt,Baby I'm Yours,spotify:track:6ZdzOyZW3zc9UhZQjrWREt,DJ Smallz 732,0.0125,0.817,0.846,0.155,140.03,0.545
50nfwKoDiSYg8zOCREWAm5,Shivers,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,0.281,0.788,0.859,0,141.02,0.822
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,spotify:track:1r9xUipOqoNwggBpENDsvJ,Imagine Dragons,0.237,0.728,0.783,0,77.011,0.555
4BKffw6m2iyFXigKB5VBjZ,玫瑰玫瑰我愛你,spotify:track:4BKffw6m2iyFXigKB5VBjZ,Joanna Wang,0.892,0.38,0.271,0,184.958,0.641
7KZThhMaRjQpB9x6yIJvZ8,Mother Nature (H₂O),spotify:track:7KZThhMaRjQpB9x6yIJvZ8,IU,0.865,0.337,0.268,0,91.434,0.291
0iQ7Nc2YhlyGHeUi4R8Gl6,NO ONE,spotify:track:0iQ7Nc2YhlyGHeUi4R8Gl6,LeeHi,0.226,0.745,0.613,0,91.996,0.542
3d3ELsqKlQ7WA0a10Isu3l,LOVE SCENARIO,spotify:track:3d3ELsqKlQ7WA0a10Isu3l,iKON,0.331,0.806,0.707,0,118.009,0.746
3nQ7liRYD6pXWAP0oVPtW2,우리집 My House,spotify:track:3nQ7liRYD6pXWAP0oVPtW2,2PM,0.00152,0.557,0.74,0,176.021,0.781
3NkkcnnKrNHv4AiGaPdD76,Energetic,spotify:track:3NkkcnnKrNHv4AiGaPdD76,Wanna One,0.058,0.714,0.886,0,125.046,0.752
4pi0Elz7B7cLfw37J3bYm9,Growl,spotify:track:4pi0Elz7B7cLfw37J3bYm9,EXO,0.145,0.681,0.814,0,89.993,0.876
0yB4jrSwN0bFtFRDR5vyMj,Love Shot,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,EXO,0.0702,0.689,0.678,0,145.883,0.335
1cBdZdp3VuzMc0gsWSGQvy,FACE,spotify:track:1cBdZdp3VuzMc0gsWSGQvy,WOOSUNG,0.0949,0.954,0.356,0,113.034,0.513
5Rse8If81NbzXL1ARjHOTB,Pretty Please,spotify:track:5Rse8If81NbzXL1ARjHOTB,Jackson Wang,0.0397,0.686,0.867,4.18e-05,126.068,0.691
34JfHOd0fcefm4FSPSrIhF,Cold Blooded,spotify:track:34JfHOd0fcefm4FSPSrIhF,Jessi,0.0794,0.961,0.739,0,119.96,0.759
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,spotify:track:3di5hcvxxciiqwMH1jarhY,Adele,0.00408,0.603,0.67,1.68e-06,107.993,0.446
2ELr2Wq80xgVK8VA01Bmfu,Benjamin Franklin,spotify:track:2ELr2Wq80xgVK8VA01Bmfu,Gareth.T,0.643,0.728,0.669,0,156.023,0.968
4UG2Fm0E98LhE2dlNxiAXx,this is what falling in love feels like,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,JVKE,0.617,0.424,0.438,0,128.983,0.325
1eEHOnrNLP46aGKLb1LtMI,Lyricist,spotify:track:1eEHOnrNLP46aGKLb1LtMI,HEIZE,0.721,0.566,0.628,1.14e-05,139.569,0.5
2zpZkOV7sD9C4Cv0cukoHV,Always Been You,spotify:track:2zpZkOV7sD9C4Cv0cukoHV,Jessie Murph,0.646,0.655,0.572,1.81e-06,137.12,0.403
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),spotify:track:5Ts1DYOuouQLgzTaisxWYh,Edison Lighthouse,0.403,0.568,0.824,0,108.625,0.753
3ny97Q3zPXS6C3YyS5zLKm,Kirari - Original Remix,spotify:track:3ny97Q3zPXS6C3YyS5zLKm,Fujii Kaze,0.00144,0.685,0.935,0.000299,130.021,0.741
1a1LrfgkTvfHFykIxcv8WU,Cherry Wine,spotify:track:1a1LrfgkTvfHFykIxcv8WU,grentperez,0.345,0.761,0.565,0,105.008,0.583
3aEvOxj6rBNTpPFaBVJyGf,Anywhere,spotify:track:3aEvOxj6rBNTpPFaBVJyGf,Hope Tala,0.165,0.687,0.48,3.17e-05,159.952,0.785
4P5tPq60W4LLYcoXLgWlYx,Crazy,spotify:track:4P5tPq60W4LLYcoXLgWlYx,Hope Tala,0.265,0.672,0.503,0.000321,60.496,0.465
3ggtU1ZOKO8ZNiqPNyXGcm,Dinero,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,0.00772,0.708,0.782,0,119.997,0.484
760jhRscwGbIIe1m1IIQpU,Surface Pressure,spotify:track:760jhRscwGbIIe1m1IIQpU,Jessica Darrow,0.0174,0.65,0.584,1.54e-06,180.088,0.37
0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,spotify:track:0ikz6tENMONtK6qGkOrU3c,Wham!,0.271,0.62,0.573,0,81.548,0.897
0jHVNBt8A9L8qEAB8XxGuB,Alone With You,spotify:track:0jHVNBt8A9L8qEAB8XxGuB,Alina Baraz,0.767,0.567,0.348,0.0145,124.692,0.305
2psNTcUeXlI5vBt0zgehpw,naps!,spotify:track:2psNTcUeXlI5vBt0zgehpw,1415,0.0989,0.438,0.557,0,173.546,0.336
01mSLUmLjIeGP5TrmL8nXl,Title - Acoustic,spotify:track:01mSLUmLjIeGP5TrmL8nXl,Meghan Trainor,0.735,0.76,0.575,0,90.016,0.958
0k5hoseEJnCAbpRh38dNoI,Title,spotify:track:0k5hoseEJnCAbpRh38dNoI,Meghan Trainor,0.343,0.779,0.754,2.6e-06,89.998,0.883
4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?,spotify:track:4z7maGZkAonDlXlwo8q69f,Rod Stewart,0.0143,0.715,0.689,0.000192,111.504,0.852
5LqIopR6kHqTQZblUFf9HJ,"Gostasse, Mô?",spotify:track:5LqIopR6kHqTQZblUFf9HJ,Chapéu de Palha,0.737,0.665,0.528,0,120.044,0.611
6SD37SoWzbg0oJpJHsPNXA,Jovem,spotify:track:6SD37SoWzbg0oJpJHsPNXA,Julio Secchin,0.881,0.842,0.395,0.0141,128.059,0.813
2ZnG4Lt6TlOKxJn9mq9KXD,Eu Sou Sentimental,spotify:track:2ZnG4Lt6TlOKxJn9mq9KXD,Bryan Behr,0.749,0.747,0.63,0.0726,120.053,0.894
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Adele,0.578,0.604,0.366,0,141.981,0.13
4jjI9eHfSHtsmacfjeZvhc,LazyBaby,spotify:track:4jjI9eHfSHtsmacfjeZvhc,Dove Cameron,0.0303,0.764,0.785,0,113.019,0.974
3qI94hINNNeb4S7xQi18lS,Blame It on the Boogie,spotify:track:3qI94hINNNeb4S7xQi18lS,The Jacksons,0.0765,0.774,0.641,0,113.256,0.875
6UXXeFqMBGiqjkzQzkMT3E,Tragedy,spotify:track:6UXXeFqMBGiqjkzQzkMT3E,Bee Gees,0.0889,0.665,0.532,0.0109,117.955,0.81
5TzzJsw1pPsRkxvPCxRRIx,Canzoni stonate,spotify:track:5TzzJsw1pPsRkxvPCxRRIx,Andrea Bocelli,0.802,0.541,0.474,0.0198,77.611,0.438
23EquxExXkNmGCCY96P0Iu,Hailey,spotify:track:23EquxExXkNmGCCY96P0Iu,Justin Bieber,0.0367,0.462,0.745,0,100.042,0.254
5CqcFTBu5gLUjP3G7BdnDD,Red Eye (feat. TroyBoi),spotify:track:5CqcFTBu5gLUjP3G7BdnDD,Justin Bieber,0.0501,0.815,0.816,0.000887,96.033,0.774
2E539D457qRi8qzU6lrC7o,"C'est ça l'amour - Extrait de ""Cendrillon""",spotify:track:2E539D457qRi8qzU6lrC7o,Luce,0.939,0.315,0.171,0.00306,159.976,0.295
3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,Emmy Meli,0.122,0.646,0.471,0,170.084,0.455
01UPzueYKNIRn4R9l5neB5,Another Day,spotify:track:01UPzueYKNIRn4R9l5neB5,Stray Kids,0.422,0.848,0.453,3.67e-05,94.991,0.54
21qVapRmGwg0MKS0R6SaaF,Another Day,spotify:track:21qVapRmGwg0MKS0R6SaaF,Stray Kids,0.422,0.848,0.453,3.67e-05,94.991,0.54
7D5vyzEE0ArIhR63z6ouD4,edamame (feat. Rich Brian),spotify:track:7D5vyzEE0ArIhR63z6ouD4,bbno$,0.0198,0.814,0.812,0.000182,106.021,0.766
0rshTL8fK9P22dfjLpsebW,Pretty Thoughts - FKJ Remix,spotify:track:0rshTL8fK9P22dfjLpsebW,Alina Baraz,0.101,0.598,0.504,0.0012,141.045,0.498
3Kkjo3cT83cw09VJyrLNwX,Oh My God,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Adele,0.091,0.534,0.725,0,88.098,0.55
7sq2z9oX2S0CvgTqCZ0ko4,Strange,spotify:track:7sq2z9oX2S0CvgTqCZ0ko4,Celeste,0.934,0.286,0.0847,6.94e-06,70.743,0.112
66f9BsEekmGOQimdPEjFlG,Odd Eye,spotify:track:66f9BsEekmGOQimdPEjFlG,SHINee,0.364,0.634,0.709,3.67e-06,136.088,0.424
3ZBieMYzrxKPr5uDFrlVUS,Woof Woof,spotify:track:3ZBieMYzrxKPr5uDFrlVUS,SHINee,0.00437,0.676,0.92,0,117.933,0.749
2Xc0PwLnJnJtOVXKWcWBXs,좋아 She is,spotify:track:2Xc0PwLnJnJtOVXKWcWBXs,JONGHYUN,0.00353,0.697,0.723,0,119.966,0.814
3aqTTareFsrd7gMeV7Qvif,How Deep Is Your Love,spotify:track:3aqTTareFsrd7gMeV7Qvif,Bee Gees,0.105,0.633,0.357,0,104.938,0.674
6uZ2x1Z6DSpOGAlVlvuhif,Lay Me Down,spotify:track:6uZ2x1Z6DSpOGAlVlvuhif,Sam Smith,0.759,0.422,0.338,2.06e-05,121.764,0.159
5esPpmrM2AsyDVgOKzWQwU,Beyond,spotify:track:5esPpmrM2AsyDVgOKzWQwU,Leon Bridges,0.229,0.581,0.687,0,76.014,0.187
1dlKwoKIZkDPqFZJfR4PeV,Red Queen (feat. Zion.T),spotify:track:1dlKwoKIZkDPqFZJfR4PeV,IU,0.0693,0.788,0.852,0,90.988,0.857
0BHroBUvBAp561BYqC9LRK,Tennessee Waltz,spotify:track:0BHroBUvBAp561BYqC9LRK,Patti Page,0.969,0.373,0.124,0.000891,86.857,0.351
3RfTeIrWS8LNrfHYwechtt,Sunroof,spotify:track:3RfTeIrWS8LNrfHYwechtt,Nicky Youre,0.35,0.768,0.716,0,131.43,0.841
1BI9yFXq5NGfOgJQQ52vP8,So This Is Love,spotify:track:1BI9yFXq5NGfOgJQQ52vP8,Emily Watts,0.991,0.439,0.0177,1.35e-06,95.991,0.484
13dniAJhUviA8VDMCNqGs7,THREE STRIKES - The Lanesborough Session (feat. BAELY),spotify:track:13dniAJhUviA8VDMCNqGs7,HONNE,0.612,0.676,0.333,0,123.952,0.406
3Eyxdb616hFs6RvXSMijws,Faith,spotify:track:3Eyxdb616hFs6RvXSMijws,Linying,0.41,0.822,0.427,0.00164,140.058,0.392
26bFNT0RkAk1WQVXMNhnZf,"Je l'aime, je l'aime, je l'aime",spotify:track:26bFNT0RkAk1WQVXMNhnZf,Barbara Pravi,0.861,0.499,0.49,0,109.899,0.427
79GcoDCWzmUB64NukpaMhh,echo,spotify:track:79GcoDCWzmUB64NukpaMhh,Anna Majidson,0.596,0.697,0.402,1.84e-05,117.231,0.123
5UNtBhhTA6DcdaLbhfgBWH,The End.,spotify:track:5UNtBhhTA6DcdaLbhfgBWH,November Ultra,0.993,0.298,0.01,0.0463,139.187,0.11
31Zdv8kcqFur5RjW0NlY6R,Soft & Tender,spotify:track:31Zdv8kcqFur5RjW0NlY6R,November Ultra,0.97,0.642,0.089,0,109.882,0.349
2IAR0DziHCjSu16gR4ihvy,Nothing,spotify:track:2IAR0DziHCjSu16gR4ihvy,Bruno Major,0.931,0.555,0.27,0.536,139.691,0.274
6k5yUgb2kSjiJtFWcAIswU,You're All I Want For Christmas,spotify:track:6k5yUgb2kSjiJtFWcAIswU,Roberta Loki,0.916,0.608,0.206,0.000181,95.026,0.31
1Kt8YgVFoaPJ4xO9MfAcIs,"Ylang Ylang - Remake, Slowed",spotify:track:1Kt8YgVFoaPJ4xO9MfAcIs,Cassanova,0.981,0.378,0.0455,0.942,78.711,0.296
7i4hAFqaMcw12ITAKtLyQb,Ylang Ylang,spotify:track:7i4hAFqaMcw12ITAKtLyQb,FKJ,0.925,0.559,0.243,0.936,69.93,0.161
60d2J40H7K0x3MY3mxeBpx,Lovers Forever,spotify:track:60d2J40H7K0x3MY3mxeBpx,Benjamin Kheng,0.148,0.564,0.539,0,80.735,0.651
4JiP9YjPXjP8Axcx779PKk,You Say Goodbye Easily,spotify:track:4JiP9YjPXjP8Axcx779PKk,壞特 ?te,0.802,0.571,0.399,0,120.602,0.514
1my6WsRdwWkB8rNRL9U0wi,music,spotify:track:1my6WsRdwWkB8rNRL9U0wi,chilldspot,0.0987,0.734,0.48,0.00617,84.928,0.781
6xKmHTA27EgOhWXIRppr32,Pancakes for Dinner,spotify:track:6xKmHTA27EgOhWXIRppr32,Lizzy McAlpine,0.759,0.753,0.266,0,142.026,0.321
7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),spotify:track:7MC4XR9M9amdmKQr2iDF7i,Justin Wellington,0.131,0.862,0.753,2.01e-06,105.039,0.827
3En5JWyCgf8hlqrFiHNkd9,If Only,spotify:track:3En5JWyCgf8hlqrFiHNkd9,Andrea Bocelli,0.882,0.248,0.201,5.48e-06,83.374,0.0788
772px3SepvBaS2dkp2iwi4,Corcovado / Quiet Nights Of Quiet Stars,spotify:track:772px3SepvBaS2dkp2iwi4,Andrea Bocelli,0.868,0.596,0.444,5.9e-06,116.076,0.308
5UgjoUPtYN0tsckirLQ1SU,If Only - Mandarin Version,spotify:track:5UgjoUPtYN0tsckirLQ1SU,Andrea Bocelli,0.817,0.229,0.289,1.38e-05,75.981,0.0771
6bFsQ6yOp3z5mGNkhWP0P1,You Give Me Something,spotify:track:6bFsQ6yOp3z5mGNkhWP0P1,James Morrison,0.216,0.559,0.688,0,79.753,0.578
4MtCrXBvPLb34Pm2SjmnoE,Always Remember,spotify:track:4MtCrXBvPLb34Pm2SjmnoE,Tany,0.914,0.54,0.207,4.63e-05,121.667,0.434
0LMxT31f4DZgeeakeRbW38,Everywhere I Go,spotify:track:0LMxT31f4DZgeeakeRbW38,Sleeping At Last,0.953,0.259,0.116,4.41e-06,72.326,0.178
4T6HLdP6OcAtqC6tGnQelG,Everything,spotify:track:4T6HLdP6OcAtqC6tGnQelG,Michael Bublé,0.39,0.686,0.688,1.03e-06,123.125,0.493
31VMR65GsbTrvj2L8APyO7,Loved the ocean,spotify:track:31VMR65GsbTrvj2L8APyO7,Emilia Ali,0.923,0.535,0.152,0.0013,112.936,0.345
6WpE1zKOrnVKNDUHzwsUJ7,Left Side,spotify:track:6WpE1zKOrnVKNDUHzwsUJ7,Eloise,0.901,0.715,0.237,1.47e-06,114.908,0.375
05TOt5Vz4StdjMpEdFPlvB,All I Ask,spotify:track:05TOt5Vz4StdjMpEdFPlvB,Adele,0.889,0.591,0.28,0,141.916,0.348
2hLu8L8SNfCN4yKyPdX0h3,That's What Love Is,spotify:track:2hLu8L8SNfCN4yKyPdX0h3,Justin Bieber,0.692,0.639,0.437,0,147.575,0.751
2DTUG9rhJCU0wdvviWka5n,Hawaiian Boi,spotify:track:2DTUG9rhJCU0wdvviWka5n,Triathalon,0.927,0.535,0.234,0.565,182.078,0.561
2I9zHCCeKJRKMgJ6UJFN9W,Coffee Breath,spotify:track:2I9zHCCeKJRKMgJ6UJFN9W,Sofia Mills,0.974,0.866,0.211,0,101.295,0.198
5hM8guP6wXIaEROlWD6t0D,"You're in Love, Charlie Brown",spotify:track:5hM8guP6wXIaEROlWD6t0D,Vince Guaraldi,0.592,0.408,0.449,0.459,176.392,0.587
1WVunZLZM2zLTm5rAvKZkF,(Online Love),spotify:track:1WVunZLZM2zLTm5rAvKZkF,Conan Gray,0.891,0.433,0.253,0.00013,77.72,0.85
62CprXvSWsKBvYu3Yba55A,Two,spotify:track:62CprXvSWsKBvYu3Yba55A,Sleeping At Last,0.902,0.504,0.327,7.63e-06,132.803,0.299
1Xi84slp6FryDSCbzq4UCD,Arcade,spotify:track:1Xi84slp6FryDSCbzq4UCD,Duncan Laurence,0.818,0.45,0.329,0.00109,71.884,0.266
0FOogWUS6y2pv3OjAcu6hO,Love Me Low,spotify:track:0FOogWUS6y2pv3OjAcu6hO,Ai Bendr,0.571,0.417,0.257,0,69.158,0.282
6zHP0OCcZYtxumAqmRuIXk,Home for the Summer,spotify:track:6zHP0OCcZYtxumAqmRuIXk,Sara Kays,0.785,0.682,0.531,0.000266,126.981,0.407
1YlulsUKDduOmC7WxvXYPW,Painkiller,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,0.0875,0.683,0.42,0,128.621,0.469
0742PcMPo2Akmo4vHC29VZ,this is how you fall in love,spotify:track:0742PcMPo2Akmo4vHC29VZ,Jeremy Zucker,0.733,0.52,0.204,2.53e-05,79.682,0.274
4V33aS5qju2ujbQt8JKi6P,Let Me Know,spotify:track:4V33aS5qju2ujbQt8JKi6P,Surfaces,0.0259,0.834,0.725,0,129.927,0.844
